city,name,institute,cadre,duration_weeks,idno,training_name,year
Ahmedabad           ,Shri B H Anil Kumar,Indian Institute of Management                                             ,Karnataka,1,01KN027900,Infrastructure Development and Financing,2007-2008
"NOIDA,UP",Shri B H Anil Kumar,International Centre for Information Systems and Audit,Karnataka,1,01KN027900,IT Management & Governance,2008-2009
Mumbai,Shri B H Anil Kumar,Tata Institute of Social Sciences (TISS),Karnataka,1,01KN027900,Social Policy and Governance,2011-2012
Panchgani,Shri B H Anil Kumar,IC Centre  for Governance (ICCG),Karnataka,1,01KN027900,Ethics in Public Governance,2012-2013
Guwahati            ,Shri M Lakshminarayana,Assam Administrative Staff College                                         ,Karnataka,3,01KN028000,Junior Level - 1986- 89 Batches,1995-1996
Nainital,Shri M Lakshminarayana,Uttarakhand  Academy of Administration,Karnataka,1,01KN028000,Community Mobilisation and Participatry Management Techniques,1998-1999
Bangalore,Shri M Lakshminarayana,Indian Institute of Management,Karnataka,1,01KN028000,E-Governance: Opportunities and Challenges,2006-2007
Thiruvananthapuram  ,Ms. M V Jayanthi,Institute of Management in Government                                      ,Karnataka,3,01KN028100,Junior Level - 1986- 89 Batches,1995-1996
Mussoorie,Ms. M V Jayanthi,Lal Bahadur Shastri National Academy Of Administration,Karnataka,1,01KN028100,Emerging Role of the State & Civil Service,1998-1999
Bangalore,Ms. M V Jayanthi,Indian Institute of Management,Karnataka,1,01KN028100,IT & E-Governance,2001-2002
Bangalore,Ms. M V Jayanthi,Indian Institute of Management,Karnataka,2,01KN028100,Middle Level-1986-92 Batches,2002-2003
Bangalore,Ms. M V Jayanthi,National Law School of India University,Karnataka,1,01KN028100,Administrative Law,2003-2004
Bangalore,Ms. M V Jayanthi,Indian Institute of Management,Karnataka,1,01KN028100,Quantitative Methods and Operational Research for Public Policy and Management,2005-2006
Bangalore,Ms. M V Jayanthi,Indian Institute of Management,Karnataka,1,01KN028100,E-Governance: Opportunities and Challenges,2006-2007
Bangalore,Ms. M V Jayanthi,Indian Institute of Management,Karnataka,1,01KN028100,E-Governance: Opportunities & Challenges,2009-2010
Bangalore,Ms. M V Jayanthi,Indian Institute of Management,Karnataka,1,01KN028100,E-Governance and IT Management,2011-2012
Thiruvananthapuram  ,Shri Anilkumar Jha,Institute of Management in Government                                      ,Karnataka,3,01KN028200,Junior Level - 1986- 89 Batches,1995-1996
Mussoorie,Shri Anilkumar Jha,Lal Bahadur Shastri National Academy Of Administration,Karnataka,1,01KN028200,Emerging Role of the State & Civil Service,1998-1999
Ahmedabad           ,Shri Anilkumar Jha,Indian Institute of Management                                             ,Karnataka,2,01KN028200,Middle Level - 1985 - 91 Batches,2001-2002
Bangalore,Shri Anilkumar Jha,National Law School of India University,Karnataka,1,01KN028200,Administrative Law,2002-2003
Panchgani,Shri Anilkumar Jha,IC Centre  for Governance (ICCG),Karnataka,1,01KN028200,Ethics in Public Governance,2008-2009
Thiruvananthapuram  ,Dr. Raj Kumar Khatri,Institute of Management in Government                                      ,Karnataka,3,01KN028300,Junior Level - 1986- 89 Batches,1995-1996
New Delhi,Dr. Raj Kumar Khatri,Indian Institute of Foreign Trade,Karnataka,1,01KN028300,International Business Management,1998-1999
Mussoorie,Dr. Raj Kumar Khatri,Lal Bahadur Shastri National Academy Of Administration,Karnataka,2,01KN028300,Middle Level - 1985 - 91 Batches,2001-2002
New Delhi,Dr. Raj Kumar Khatri,IILM Institute for Integrated Learning in Management,Karnataka,1,01KN028300,Team Building,2004-2005
Bangalore,Dr. Raj Kumar Khatri,National Law School of India University,Karnataka,1,01KN028300,Emerging Trends in Administrative Law,2007-2008
Bangalore,Dr. Raj Kumar Khatri,Indian Institute of Management,Karnataka,1,01KN028300,Negotiating Strategies & Public Private Partnership,2010-2011
Guwahati            ,Shri Shambu Dayal Meena,Assam Administrative Staff College                                         ,Karnataka,3,01KN028400,Junior Level - 1986- 89 Batches,1995-1996
New Delhi,Shri Shambu Dayal Meena,The Energy and Resources Institute (TERI),Karnataka,1,01KN028400,Issues in Sustainable Development,1998-1999
Bangalore,Shri Shambu Dayal Meena,Indian Institute of Management,Karnataka,1,01KN028400,IT & E-Governance,2001-2002
Bangalore,Shri Shambu Dayal Meena,Indian Institute of Management,Karnataka,2,01KN028400,Middle Level-1986-92 Batches,2002-2003
Bangalore,Shri Shambu Dayal Meena,National Law School of India University,Karnataka,1,01KN028400,Administrative Law,2004-2005
Panchgani,Shri Shambu Dayal Meena,IC Centre  for Governance (ICCG),Karnataka,1,01KN028400,Ethics in Public Governance,2007-2008
New Delhi,Shri Shambu Dayal Meena,Indian Institute of Foreign Trade,Karnataka,1,01KN028400,WTO & New Trade Regime,2009-2010
Guwahati            ,Dr. E V Ramanareddy,Assam Administrative Staff College                                         ,Karnataka,3,01KN028500,Junior Level - 1986- 89 Batches,1995-1996
Nainital,Dr. E V Ramanareddy,Uttarakhand  Academy of Administration,Karnataka,1,01KN028500,Community Mobilisation and Participatry Management Techniques,1998-1999
New Delhi,Dr. E V Ramanareddy,Indian Institute of Foreign Trade,Karnataka,1,01KN028500,Advanced Course on WTO,2003-2004
Hyderabad,Dr. E V Ramanareddy,Administrative Staff College of India,Karnataka,2,01KN028500,Senior Level (17-20 years service),2005-2006
Panchgani,Dr. E V Ramanareddy,IC Centre  for Governance (ICCG),Karnataka,1,01KN028500,Ethics in Public Governance,2008-2009
Guwahati            ,Dr. B. Basavaraaju,Assam Administrative Staff College                                         ,Karnataka,3,01KN028800,Junior Level - 1986- 89 Batches,1995-1996
Nainital,Dr. B. Basavaraaju,Uttarakhand  Academy of Administration,Karnataka,1,01KN028800,Community Mobilisation and Participatry Management Techniques,1998-1999
Mussoorie,Dr. B. Basavaraaju,Lal Bahadur Shastri National Academy Of Administration,Karnataka,1,01KN028800,Ethics & Values,2003-2004
Hyderabad,Dr. B. Basavaraaju,Administrative Staff College of India,Karnataka,1,01KN028800,Advanced Course on WTO,2009-2010
Mussoorie,Dr. B. Basavaraaju,Lal Bahadur Shastri National Academy Of Administration,Karnataka,1,01KN028800,Public Private Partnership in Urban Development,2010-2011
Jaipur              ,Shri Rakesh Singh,HCM Rajasthan State Institute of Public Administration                     ,Karnataka,3,01KN028900,Junior Level - 1987- 90 Batches,1996-1997
Lucknow             ,Shri Rakesh Singh,Indian Institute of Management                                             ,Karnataka,1,01KN028900,Business Process Re-engineering,2000-2001
New Delhi           ,Shri Rakesh Singh,Institute of Defence Study & Analysis                                      ,Karnataka,1,01KN028900,India and the World,2002-2003
"IMT, Manesar, Haryana",Shri Rakesh Singh,Indian Institute of Corporate Affairs,Karnataka,1,01KN028900,Appreciation Course in Competition Law,2011-2012
Mussoorie,Shri Jawaid Akhtar,Lal Bahadur Shastri National Academy Of Administration,Karnataka,2,01KN029000,Junior Level - 1989-92 Batches,1998-1999
Jamshedpur          ,Shri Jawaid Akhtar,Xavier Labour Relations Institute                                          ,Karnataka,1,01KN029000,Leadership Skills,2001-2002
Bangalore,Shri Jawaid Akhtar,Indian Institute of Management,Karnataka,1,01KN029000,E-Governance: Opportunities and Challenges,2006-2007
Bangalore,Shri Jawaid Akhtar,Indian Institute of Management,Karnataka,1,01KN029000,Negotiating Strategies and Public Private Partnership,2008-2009
Nainital,Dr.(Ms.) Shalini Rajneesh,Uttarakhand  Academy of Administration,Karnataka,3,01KN029300,Junior Level - 1988- 91 Batches,1997-1998
Mussoorie,Dr.(Ms.) Shalini Rajneesh,Lal Bahadur Shastri National Academy Of Administration,Karnataka,2,01KN029300,Middle Level - 1985 - 91 Batches,2001-2002
Mussoorie,Dr.(Ms.) Shalini Rajneesh,Lal Bahadur Shastri National Academy Of Administration,Karnataka,1,01KN029300,Ethical Issues in Administration,2002-2003
Bangalore,Dr.(Ms.) Shalini Rajneesh,Indian Institute of Management,Karnataka,1,01KN029300,E-Governance & Management of IT,2003-2004
Chandigarh,Dr.(Ms.) Shalini Rajneesh,Institute for Development,Karnataka,1,01KN029300,Strategies and Techniques for Management and Resolution,2006-2007
Shimla,Dr.(Ms.) Shalini Rajneesh,National Academy of Audit & Accounts,Karnataka,1,01KN029300,Improving Governance through Accountability,2010-2011
